Date,Open,High,Low,Close,Adj Close,Volume
2023-11-24,232.25,235.6999969482422,230.36000061035156,235.08999633789062,231.8475799560547,184900
2023-11-27,236.9499969482422,239.72999572753906,235.83999633789062,237.47999572753906,234.20460510253906,906800
2023-11-28,237.75999450683594,242.77999877929688,236.77999877929688,242.1699981689453,238.82994079589844,983500
2023-11-29,243.72000122070312,247.24000549316406,243.72000122070312,245.1999969482422,241.81814575195312,931200
2023-11-30,242.89999389648438,249.1300048828125,242.89999389648438,246.9600067138672,243.5538787841797,1178200
2023-12-01,246.60000610351562,251.1999969482422,244.7100067138672,250.57000732421875,247.1140899658203,801700
2023-12-04,248.11000061035156,250.0,245.82000732421875,248.89999389648438,245.46710205078125,590100
2023-12-05,249.13999938964844,251.17999267578125,247.75,250.38999938964844,246.9365692138672,716000
2023-12-06,252.8800048828125,256.3999938964844,251.1199951171875,251.49000549316406,248.02139282226562,1044700
2023-12-07,250.5399932861328,254.08999633789062,250.1699981689453,251.1199951171875,247.656494140625,727800
2023-12-08,249.1199951171875,251.0800018310547,240.11000061035156,244.17999267578125,240.81219482421875,1105800
2023-12-11,245.1999969482422,245.9499969482422,241.52000427246094,242.36000061035156,239.01730346679688,710400
2023-12-12,242.7100067138672,242.9199981689453,238.52000427246094,239.57000732421875,236.2657928466797,713400
2023-12-13,239.6999969482422,251.75,238.35000610351562,248.05999755859375,244.63870239257812,1101100
2023-12-14,254.61000061035156,258.760009765625,249.13999938964844,250.8300018310547,247.37049865722656,1303000
2023-12-15,251.30999755859375,251.39999389648438,246.07000732421875,248.49000549316406,245.06277465820312,1385300
2023-12-18,248.6999969482422,250.3300018310547,246.3800048828125,246.52999877929688,243.1298065185547,673800
2023-12-19,248.41000366210938,249.99000549316406,246.4199981689453,248.77999877929688,245.34877014160156,478000
2023-12-20,250.38999938964844,252.11000061035156,246.22000122070312,246.3000030517578,242.90296936035156,664700
2023-12-21,248.57000732421875,251.9499969482422,247.92999267578125,251.80999755859375,248.33697509765625,776700
2023-12-22,252.88999938964844,254.57000732421875,249.19000244140625,251.42999267578125,247.96221923828125,500800
2023-12-26,250.85000610351562,253.6199951171875,250.0,252.58999633789062,249.10621643066406,273600
2023-12-27,253.16000366210938,256.67999267578125,251.9600067138672,254.2100067138672,250.70388793945312,505200
2023-12-28,254.3699951171875,256.2900085449219,252.72000122070312,254.25,250.7433319091797,339000
2023-12-29,252.47000122070312,254.25,251.74000549316406,253.69000244140625,250.1910400390625,568300
2024-01-02,251.88999938964844,255.89999389648438,251.75,254.97999572753906,251.46324157714844,599100
2024-01-03,251.22000122070312,254.19000244140625,248.0500030517578,248.30999755859375,244.88523864746094,530100
2024-01-04,248.5500030517578,251.58999633789062,247.22999572753906,249.88999938964844,246.44346618652344,698100
2024-01-05,246.39999389648438,250.3699951171875,245.3300018310547,246.58999633789062,243.18896484375,889600
2024-01-08,246.4499969482422,249.4499969482422,244.10000610351562,248.4199981689453,244.9937286376953,679100
2024-01-09,247.1300048828125,247.82000732421875,243.88999938964844,245.5800018310547,242.19290161132812,582000
2024-01-10,245.72999572753906,247.0399932861328,242.3699951171875,242.8699951171875,239.52027893066406,635100
2024-01-11,241.77000427246094,241.83999633789062,238.1999969482422,239.35000610351562,236.048828125,699600
2024-01-12,243.11000061035156,243.35000610351562,239.85000610351562,239.89999389648438,236.5912322998047,626900
2024-01-16,238.4199981689453,241.55999755859375,237.41000366210938,238.00999450683594,234.727294921875,799500
2024-01-17,234.10000610351562,239.22000122070312,231.2100067138672,232.91000366210938,229.69764709472656,796900
2024-01-18,233.1699981689453,235.25,230.8000030517578,232.58999633789062,229.38206481933594,1001400
2024-01-19,232.3300018310547,233.50999450683594,227.9600067138672,230.8800048828125,227.69564819335938,1094500
2024-01-22,232.2899932861328,236.61000061035156,231.27000427246094,233.7899932861328,230.5655059814453,774000
2024-01-23,234.8699951171875,235.89999389648438,231.05999755859375,233.22000122070312,230.0033721923828,655600
2024-01-24,235.47999572753906,237.94000244140625,227.0,227.27999877929688,224.14529418945312,1112300
2024-01-25,230.14999389648438,234.6300048828125,230.14999389648438,232.5500030517578,229.3426055908203,1097500
2024-01-26,233.0,233.7100067138672,227.4600067138672,227.91000366210938,224.76663208007812,1003600
2024-01-29,227.22999572753906,228.47999572753906,225.0399932861328,227.57000732421875,224.43130493164062,771200
2024-01-30,227.1999969482422,227.1999969482422,222.36000061035156,223.10000610351562,220.02294921875,1199400
2024-01-31,224.52000427246094,228.6699981689453,222.52000427246094,223.86000061035156,220.77247619628906,691200
2024-02-01,223.52000427246094,231.07000732421875,223.1999969482422,230.9199981689453,227.73509216308594,991000
2024-02-02,226.99000549316406,227.07000732421875,219.8800048828125,224.7100067138672,221.61074829101562,1222900
2024-02-05,221.35000610351562,222.3300018310547,216.77000427246094,217.60000610351562,214.59881591796875,773800
2024-02-06,217.0,219.75,216.77999877929688,218.60000610351562,215.5850372314453,1232900
2024-02-07,220.05999755859375,220.5800018310547,216.57000732421875,217.0,214.007080078125,1305200
2024-02-08,213.91000366210938,217.42999267578125,213.82000732421875,216.1999969482422,213.21810913085938,1317600
2024-02-09,217.0,218.17999267578125,214.0,217.4499969482422,214.45086669921875,1035300
2024-02-12,217.3300018310547,218.8800048828125,214.91000366210938,215.64999389648438,212.6757049560547,1011700
2024-02-13,210.27999877929688,210.64999389648438,206.75,208.88999938964844,206.00894165039062,1656600
2024-02-14,210.6699981689453,212.0,208.38999938964844,209.07000732421875,206.18646240234375,809400
2024-02-15,210.9199981689453,212.8000030517578,208.67999267578125,211.97000122070312,209.0464630126953,610000
2024-02-16,208.8300018310547,209.6300048828125,205.9499969482422,206.8000030517578,203.94776916503906,849900
2024-02-20,206.6300048828125,208.33999633789062,205.58999633789062,207.0399932861328,204.1844482421875,1271000
2024-02-21,207.16000366210938,208.72999572753906,205.47000122070312,207.47999572753906,204.61839294433594,916400
2024-02-22,207.47999572753906,211.3800048828125,206.33999633789062,211.1999969482422,208.28709411621094,1330400
2024-02-23,211.35000610351562,215.4499969482422,210.6699981689453,212.9600067138672,210.02281188964844,1046000
2024-02-26,211.88999938964844,213.27999877929688,207.13999938964844,207.77999877929688,204.91424560546875,1477400
2024-02-27,203.42999267578125,206.99000549316406,196.91000366210938,199.9499969482422,197.19223022460938,3033400
2024-02-28,199.02000427246094,206.50999450683594,199.02000427246094,205.16000366210938,202.3303985595703,2199500
2024-02-29,207.3000030517578,211.39999389648438,206.52999877929688,209.22999572753906,206.34425354003906,1769100
2024-03-01,208.6699981689453,209.97999572753906,205.74000549316406,208.2899932861328,205.41722106933594,1373000
2024-03-04,208.1199951171875,213.17999267578125,205.91000366210938,212.0500030517578,209.1253662109375,1014300
2024-03-05,213.0500030517578,220.97000122070312,213.0500030517578,216.5,213.51397705078125,1555000
2024-03-06,216.9199981689453,217.44000244140625,214.58999633789062,216.97000122070312,213.97750854492188,1410900
2024-03-07,221.08999633789062,221.08999633789062,216.60000610351562,218.1300048828125,215.1215057373047,933900
2024-03-08,219.8699951171875,224.16000366210938,219.0800018310547,223.6999969482422,220.61468505859375,1186200
2024-03-11,221.27000427246094,225.33999633789062,221.27000427246094,223.75,220.66400146484375,951800
2024-03-12,222.49000549316406,225.17999267578125,217.75999450683594,220.3699951171875,217.33059692382812,1085600
2024-03-13,220.7100067138672,221.94000244140625,218.3300018310547,219.8000030517578,217.73675537109375,836900
2024-03-14,216.77999877929688,217.10000610351562,212.3800048828125,216.1300048828125,214.10121154785156,1057200
2024-03-15,214.8800048828125,216.86000061035156,213.60000610351562,215.47999572753906,213.45730590820312,1200700
2024-03-18,214.41000366210938,215.8699951171875,213.1199951171875,213.25999450683594,211.25814819335938,816000
2024-03-19,214.0500030517578,215.88999938964844,212.32000732421875,215.0800018310547,213.06105041503906,467900
2024-03-20,213.0800018310547,215.75,211.32000732421875,215.72000122070312,213.69505310058594,956500
2024-03-21,216.83999633789062,219.11000061035156,214.72000122070312,215.02000427246094,213.0016326904297,656200
