Ticker,First Date,First Value,Last Date,Last Value,Percentage Change,Source File,Folder Path
MMM,2024-11-20,127.83999633789062,2024-12-19,127.12999725341795,-0.5553810269174994,sp500_stocks.csv,SP500_data
AOS,2024-11-20,71.75,2024-12-19,68.44000244140625,-4.613237015461673,sp500_stocks.csv,SP500_data
ABT,2024-11-20,115.93000030517578,2024-12-19,112.41999816894533,-3.0276909574662945,sp500_stocks.csv,SP500_data
ABBV,2024-11-20,167.75999450683594,2024-12-19,171.52000427246094,2.2413029856601394,sp500_stocks.csv,SP500_data
ACN,2024-11-20,357.07000732421875,2024-12-19,372.1600036621094,4.226061004387003,sp500_stocks.csv,SP500_data
ADBE,2024-11-20,499.5,2024-12-19,437.3900146484375,-12.434431501814313,sp500_stocks.csv,SP500_data
AMD,2024-11-20,137.60000610351562,2024-12-19,118.87999725341795,-13.604656991086706,sp500_stocks.csv,SP500_data
AES,2024-11-20,13.279999732971191,2024-12-19,12.4399995803833,-6.325302481011073,sp500_stocks.csv,SP500_data
AFL,2024-11-20,110.23999786376952,2024-12-19,101.25,-8.154932908180044,sp500_stocks.csv,SP500_data
A,2024-11-20,128.57000732421875,2024-12-19,133.19000244140625,3.593369257214961,sp500_stocks.csv,SP500_data
APD,2024-11-20,327.8500061035156,2024-12-19,293.1700134277344,-10.57800580452982,sp500_stocks.csv,SP500_data
ABNB,2024-11-20,135.25,2024-12-19,129.35000610351562,-4.362287538990295,sp500_stocks.csv,SP500_data
AKAM,2024-11-20,87.95999908447266,2024-12-19,94.58000183105467,7.526151450075025,sp500_stocks.csv,SP500_data
ALB,2024-11-20,109.12049865722656,2024-12-19,88.91999816894531,-18.51210426716966,sp500_stocks.csv,SP500_data
ARE,2024-11-20,104.30999755859376,2024-12-19,97.29000091552734,-6.729936542394316,sp500_stocks.csv,SP500_data
ALGN,2024-11-20,223.8699951171875,2024-12-19,213.5800018310547,-4.596414665014125,sp500_stocks.csv,SP500_data
ALLE,2024-11-20,139.42999267578125,2024-12-19,130.6300048828125,-6.31140232032537,sp500_stocks.csv,SP500_data
LNT,2024-11-20,62.22999954223633,2024-12-19,58.2599983215332,-6.379561706422049,sp500_stocks.csv,SP500_data
ALL,2024-11-20,196.41819763183597,2024-12-19,189.7899932861328,-3.3745367922207414,sp500_stocks.csv,SP500_data
GOOGL,2024-11-20,175.77853393554688,2024-12-19,188.50999450683597,7.242898371172765,sp500_stocks.csv,SP500_data
GOOG,2024-11-20,177.12904357910156,2024-12-19,189.6999969482422,7.097059361429195,sp500_stocks.csv,SP500_data
MO,2024-11-20,55.97999954223633,2024-12-19,52.9900016784668,-5.341189510931684,sp500_stocks.csv,SP500_data
AMZN,2024-11-20,202.8800048828125,2024-12-19,223.2899932861328,10.060128111249567,sp500_stocks.csv,SP500_data
AMCR,2024-11-20,10.211999893188477,2024-12-19,9.399999618530272,-7.951432463290746,sp500_stocks.csv,SP500_data
AMTM,2024-11-20,22.40999984741211,2024-12-19,18.93000030517578,-15.528779856900337,sp500_stocks.csv,SP500_data
AEE,2024-11-20,91.56265258789062,2024-12-19,88.56999969482422,-3.2684209210668844,sp500_stocks.csv,SP500_data
AEP,2024-11-20,96.8000030517578,2024-12-19,91.23999786376952,-5.743806831302901,sp500_stocks.csv,SP500_data
AXP,2024-11-20,287.7099914550781,2024-12-19,293.0799865722656,1.8664611159414493,sp500_stocks.csv,SP500_data
AIG,2024-11-20,74.25017547607422,2024-12-19,71.08999633789062,-4.256123460882465,sp500_stocks.csv,SP500_data
AMT,2024-11-20,200.8800048828125,2024-12-19,179.39999389648438,-10.692956224716808,sp500_stocks.csv,SP500_data
AWK,2024-11-20,137.88999938964844,2024-12-19,123.83000183105467,-10.19653174329426,sp500_stocks.csv,SP500_data
AMP,2024-11-20,561.4000244140625,2024-12-19,525.760009765625,-6.3484170107821525,sp500_stocks.csv,SP500_data
AME,2024-11-20,193.0509033203125,2024-12-19,182.1100006103516,-5.667366752388423,sp500_stocks.csv,SP500_data
AMGN,2024-11-20,287.8699951171875,2024-12-19,261.19000244140625,-9.268070006712659,sp500_stocks.csv,SP500_data
APH,2024-11-20,70.7347640991211,2024-12-19,70.01000213623047,-1.0246191842458274,sp500_stocks.csv,SP500_data
ADI,2024-11-20,210.1203155517578,2024-12-19,207.77999877929688,-1.113798428445849,sp500_stocks.csv,SP500_data
ANSS,2024-11-20,342.239990234375,2024-12-19,334.4800109863281,-2.267408680888705,sp500_stocks.csv,SP500_data
AON,2024-11-20,380.0799865722656,2024-12-19,353.75,-6.927485661563355,sp500_stocks.csv,SP500_data
APA,2024-11-20,22.1299991607666,2024-12-19,20.479999542236328,-7.455940718947213,sp500_stocks.csv,SP500_data
AAPL,2024-11-20,229.0,2024-12-19,249.7899932861328,9.078599688267603,sp500_stocks.csv,SP500_data
AMAT,2024-11-20,170.0900115966797,2024-12-19,161.44000244140625,-5.085547983725514,sp500_stocks.csv,SP500_data
APTV,2024-11-20,52.59000015258789,2024-12-19,57.0099983215332,8.404636159195391,sp500_stocks.csv,SP500_data
ACGL,2024-11-20,95.70999908447266,2024-12-19,88.98999786376953,-7.021211247502072,sp500_stocks.csv,SP500_data
ADM,2024-11-20,53.02000045776367,2024-12-19,49.380001068115234,-6.86533262584202,sp500_stocks.csv,SP500_data
ANET,2024-11-20,95.42749786376952,2024-12-19,109.06999969482422,14.296195684110339,sp500_stocks.csv,SP500_data
AJG,2024-11-20,295.29522705078125,2024-12-19,279.0899963378906,-5.4878065164608465,sp500_stocks.csv,SP500_data
AIZ,2024-11-20,220.06202697753903,2024-12-19,208.44000244140625,-5.2812494257898495,sp500_stocks.csv,SP500_data
T,2024-11-20,22.82999992370605,2024-12-19,22.56999969482422,-1.1388533935642078,sp500_stocks.csv,SP500_data
ATO,2024-11-20,146.3664093017578,2024-12-19,137.97000122070312,-5.736567646299327,sp500_stocks.csv,SP500_data
ADSK,2024-11-20,307.8399963378906,2024-12-19,293.6300048828125,-4.616031582680045,sp500_stocks.csv,SP500_data
ADP,2024-11-20,297.05084228515625,2024-12-19,291.3299865722656,-1.9258843600244182,sp500_stocks.csv,SP500_data
AZO,2024-11-20,3049.580078125,2024-12-19,3215.2900390625,5.433861603640358,sp500_stocks.csv,SP500_data
AVB,2024-11-20,228.13999938964844,2024-12-19,217.16000366210935,-4.812832364738445,sp500_stocks.csv,SP500_data
AVY,2024-11-20,196.79237365722656,2024-12-19,186.25999450683597,-5.352026074311152,sp500_stocks.csv,SP500_data
AXON,2024-11-20,609.8200073242188,2024-12-19,615.6799926757812,0.96093687992873,sp500_stocks.csv,SP500_data
BKR,2024-11-20,44.310001373291016,2024-12-19,39.79999923706055,-10.17829383085731,sp500_stocks.csv,SP500_data
BALL,2024-11-20,60.2255973815918,2024-12-19,55.36000061035156,-8.07895144719216,sp500_stocks.csv,SP500_data
BAC,2024-11-20,45.80520248413086,2024-12-19,43.380001068115234,-5.294598177697899,sp500_stocks.csv,SP500_data
BAX,2024-11-20,32.463470458984375,2024-12-19,28.899999618530277,-10.976863502490676,sp500_stocks.csv,SP500_data
BDX,2024-11-20,221.33880615234372,2024-12-19,223.8300018310547,1.1255123861996068,sp500_stocks.csv,SP500_data
BBY,2024-11-20,85.8489990234375,2024-12-19,85.19999694824219,-0.7559809462870143,sp500_stocks.csv,SP500_data
TECH,2024-11-20,68.72000122070312,2024-12-19,71.38999938964844,3.8853290476091087,sp500_stocks.csv,SP500_data
BIIB,2024-11-20,156.0,2024-12-19,147.38999938964844,-5.519231160481771,sp500_stocks.csv,SP500_data
BLK,2024-11-20,1019.6209716796876,2024-12-19,1016.3300170898438,-0.32276254424450107,sp500_stocks.csv,SP500_data
BX,2024-11-20,185.02999877929688,2024-12-19,168.91000366210938,-8.712098158966846,sp500_stocks.csv,SP500_data
BK,2024-11-20,77.87000274658203,2024-12-19,76.41000366210938,-1.874918496181433,sp500_stocks.csv,SP500_data
BA,2024-11-20,146.0800018310547,2024-12-19,177.0399932861328,21.19386025945164,sp500_stocks.csv,SP500_data
BKNG,2024-11-20,5008.12939453125,2024-12-19,4980.39990234375,-0.5536896114900686,sp500_stocks.csv,SP500_data
BWA,2024-11-20,33.20323944091797,2024-12-19,31.479999542236328,-5.189975218375856,sp500_stocks.csv,SP500_data
BSX,2024-11-20,90.16999816894533,2024-12-19,88.66000366210938,-1.6746085588321504,sp500_stocks.csv,SP500_data
