Ticker,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
MRCY,MRCY,Electrical Components & Equipment,2367410176,44.63,25.31,34.97,39.02
MRTN,MRTN,Cargo Ground Transportation,1270585728,21.38,15.33,18.355,15.91
MSEX,MSEX,Water Utilities,977929344,70.73,45.42,58.075,54.84
MSGS,MSGS,Movies & Entertainment,5407048192,237.992,176.27,207.131,223.79
MTH,MTH,Homebuilding,5593728000,213.98,147.77,180.875,151.91
MTRN,MTRN,Diversified Metals & Mining,2065584384,145.08,96.18,120.63000000000001,99.99
MTUS,MTUS,Steel,612342848,24.31,13.825,19.0675,14.46
MTX,MTX,Specialty Chemicals,2411423488,90.3,64.79,77.545,75.91
MXL,MXL,Semiconductors,1608779520,26.59,11.08,18.835,19.19
MYGN,MYGN,Biotechnology,1216230272,29.3,12.87,21.085,13.17
MYRG,MYRG,Construction & Engineering,2471487232,181.02,86.6,133.81,154.51
NABL,NABL,Systems Software,1809569152,15.485,9.613,12.549,9.78
NARI,NARI,Health Care Equipment,3246275840,66.61,36.73,51.67,54.41
NATL,NATL,Transaction & Payment Processing Services,2336278528,35.29,18.415,26.8525,31.83
NAVI,NAVI,Consumer Finance,1530996352,19.245,13.71,16.4775,14.21
NBHC,NBHC,Regional Banks,1640282624,51.76,32.13,41.945,42.64
NBR,NBR,Oil & Gas Drilling,513386272,105.96,53.45,79.705,54.79
NBTB,NBTB,Regional Banks,2306036224,52.44,32.79,42.614999999999995,48.27
NEO,NEO,Health Care Services,2106403968,20.94,12.77,16.855,16.4
NGVT,NGVT,Specialty Chemicals,1483043200,56.3,30.9,43.599999999999994,40.75
NHC,NHC,Health Care Facilities,1727395840,138.49,87.03,112.76,113.83
NMIH,NMIH,Commercial & Residential Mortgage Finance,2891483392,42.49,28.67,35.58,36.58
NOG,NOG,Oil & Gas Exploration & Production,3550782208,44.31,31.13,37.72,36.02
NPK,NPK,Aerospace & Defense,663527680,93.8116,69.58,81.69579999999999,91.56
NPO,NPO,Industrial Machinery,3636286208,197.94,136.68,167.31,175.4
NSIT,NSIT,Technology Distributors,4912930304,228.07,146.56,187.315,157.57
NTCT,NTCT,Communications Equipment,1541204736,24.42,17.1,20.76,21.7
NVEE,NVEE,Construction & Engineering,1238264960,28.7525,18.59,23.67125,18.96
NVRI,NVRI,Industrial Machinery,611431616,12.79,6.57,9.68,7.33
NWBI,NWBI,Regional Banks,1700790016,15.42,10.45,12.934999999999999,13.17
NWL,NWL,Housewares & Specialties,4168320256,11.78,5.39,8.584999999999999,9.91
NWN,NWN,Gas Utilities,1588023168,44.25,34.82,39.535,39.61
NX,NX,Building Products,1186261120,39.31,22.92,31.115000000000002,23.13
NXRT,NXRT,Multi-Family Residential REITs,2187972864,48.37,28.2,38.285,41.64
NYMT,NYMT,Mortgage REITs,538041664,8.75,5.14,6.945,5.68
ODP,ODP,Specialty Stores,733980544,58.98,23.69,41.335,24.32
OFG,OFG,Regional Banks,1918995456,47.66,33.19,40.425,41.0
OGN,OGN,Pharmaceuticals,3754918656,23.1,13.65,18.375,14.44
OI,OI,Metal & Glass Containers,1552656000,17.58,9.85,13.715,9.95
OII,OII,Oil & Gas Equipment & Services,2481022976,30.98,18.95,24.965,24.24
OMCL,OMCL,Health Care Technology,2083329664,55.75,25.12,40.435,44.39
OMI,OMI,Health Care Distributors,965404736,28.35,11.42,19.885,12.62
OSIS,OSIS,Electronic Equipment & Instruments,2925542400,189.13,120.42,154.775,175.17
OTTR,OTTR,Electric Utilities,3144210688,100.84,73.26,87.05000000000001,74.96
OUT,OUT,Other Specialized REITs,3017625600,19.5,12.27,15.885,17.59
OXM,OXM,"Apparel, Accessories & Luxury Goods",1272252032,113.88,72.24,93.06,81.48
PAHC,PAHC,Pharmaceuticals,878523136,25.98,10.035,18.0075,21.81
PARR,PARR,Oil & Gas Refining & Marketing,844317184,40.7,14.84,27.770000000000003,15.14
PAYO,PAYO,Transaction & Payment Processing Services,3608923392,11.29,4.22,7.754999999999999,10.07
PATK,PATK,Auto Parts & Equipment,2785070848,98.9,60.673332,79.786666,83.52
PBH,PBH,Pharmaceuticals,3889200896,86.36,57.95,72.155,78.66
PBI,PBI,Office Services & Supplies,1313698176,8.8,3.68,6.24,7.15
PCRX,PCRX,Pharmaceuticals,876367296,35.95,11.16,23.555,19.57
PDCO,PDCO,Health Care Distributors,2723750144,31.79,19.45,25.619999999999997,30.91
PDFS,PDFS,Semiconductor Equipment,1087579776,39.7,27.69,33.695,28.46
PEB,PEB,Hotel & Resort REITs,1621840128,16.65,11.65,14.149999999999999,13.59
PECO,PECO,Retail REITs,5191200768,40.12,30.62,35.37,37.55
PENN,PENN,Casinos & Gaming,2841952000,27.21,13.5,20.355,18.17
PFBC,PFBC,Regional Banks,1133700608,99.78,66.88,83.33,85.45
PFS,PFS,Regional Banks,2487101184,22.24,13.07,17.655,18.64
PGNY,PGNY,Health Care Services,1221098240,42.08,13.39,27.735,14.19
PHIN,PHIN,Automotive Retail,1980941184,57.23,27.86,42.545,47.51
PI,PI,Electronic Equipment & Instruments,4238480896,239.88,78.17,159.025,142.63
PINC,PINC,Health Care Services,2091323136,23.56,17.955,20.7575,21.51
PIPR,PIPR,Investment Banking & Brokerage,4721005056,351.8,162.5,257.15,292.63
PJT,PJT,Investment Banking & Brokerage,6115057152,168.92,88.51,128.715,152.86
PLAB,PLAB,Semiconductor Equipment,1522583040,34.16,20.25,27.205,24.41
PLAY,PLAY,Restaurants,1054979456,69.82,24.995,47.4075,26.2
PLMR,PLMR,Property & Casualty Insurance,2777067008,112.9,54.5,83.7,103.81
PLUS,PLUS,Technology Distributors,1983421952,106.98,56.33,81.655,73.9
PLXS,PLXS,Electronic Manufacturing Services,4308872704,170.07,90.18,130.125,159.75
PMT,PMT,Mortgage REITs,1127455744,15.89,12.8,14.345,12.95
POWL,POWL,Electrical Components & Equipment,2954122752,364.98,76.29,220.63500000000002,243.46
PPBI,PPBI,Regional Banks,2417765888,30.28,20.52,25.4,24.59
PRA,PRA,Property & Casualty Insurance,806223296,17.79,10.76,14.274999999999999,15.83
PRAA,PRAA,Consumer Finance,821652416,31.43,18.64,25.035,21.18
PRDO,PRDO,Education Services,1716512384,29.47,16.12,22.795,26.7
PRG,PRG,Consumer Finance,1749808000,50.28,27.84,39.06,41.69
PRGS,PRGS,Systems Software,2848033792,70.56,48.0,59.28,65.92
PRK,PRK,Regional Banks,2804879360,207.99,123.08,165.535,172.54
PRLB,PRLB,Industrial Machinery,998051328,45.15,25.76,35.455,41.27
PRVA,PRVA,Health Care Services,2408420096,24.3,15.92,20.11,20.13
PSMT,PSMT,Hypermarkets & Super Centers,2882256128,99.23,72.15,85.69,93.93
PTEN,PTEN,Oil & Gas Drilling,2994862080,12.65,7.15,9.9,7.29
PTGX,PTGX,Biotechnology,2472721152,48.89,21.43,35.16,39.54
PUMP,PUMP,Oil & Gas Equipment & Services,899608192,10.015,6.535,8.275,8.95
PZZA,PZZA,Restaurants,1270084608,78.67,38.8,58.735,39.9
QDEL,QDEL,Health Care Supplies,3015790592,75.86,29.74,52.8,43.03
QNST,QNST,Interactive Media & Services,1206278784,26.27,11.22,18.745,21.3
RAMP,RAMP,Application Software,1969023872,42.66,21.45,32.055,30.35
RC,RC,Mortgage REITs,1230141696,11.11,6.65,8.879999999999999,7.1
RCUS,RCUS,Biotechnology,1418429824,20.31,13.52,16.915,15.46
RDN,RDN,Property & Casualty Insurance,4773302272,37.86,26.11,31.985,31.73
RDNT,RDNT,Health Care Services,5381741056,93.65,33.44,63.545,71.38
RES,RES,Oil & Gas Equipment & Services,1210292352,8.19,5.54,6.865,5.65
REX,REX,Oil & Gas Refining & Marketing,703566336,60.79,39.02,49.905,40.04
REZI,REZI,Trading Companies & Distributors,3602283776,28.28,16.36,22.32,24.39
RGNX,RGNX,Biotechnology,377533664,28.8,7.21,18.005,7.41
RGR,RGR,Leisure Products,586502656,48.2,34.8,41.5,35.23
RHI,RHI,Human Resource & Employment Services,7363575808,88.39,57.05,72.72,70.92
RNST,RNST,Regional Banks,2248954624,39.47,27.98,33.725,34.64
ROCK,ROCK,Building Products,1838974080,87.4,59.61,73.505,60.59
ROG,ROG,Electronic Components,1865126912,137.35,96.1,116.725,101.46
ROIC,ROIC,Retail REITs,2212010240,17.52,11.87,14.695,17.25
RUN,RUN,Building Products,2214225920,22.26,9.01,15.635000000000002,9.13
RUSHA,RUSHA,Construction Machinery & Heavy Transportation Equipment,4297852416,65.15,40.99,53.07000000000001,55.4
RWT,RWT,Mortgage REITs,895447616,8.15,5.46,6.805,6.64
RXO,RXO,Cargo Ground Transportation,4019749888,32.82,18.75,25.785,24.83
SAFE,SAFE,Other Specialized REITs,1393720320,28.8,17.91,23.355,19.76
SABR,SABR,"Hotels, Resorts & Cruise Lines",1489396480,4.625,1.81,3.2175000000000002,3.8
SAFT,SAFT,Property & Casualty Insurance,1218496640,90.0,71.99,80.995,82.1
SAH,SAH,Automotive Retail,2153976320,70.88,47.82,59.349999999999994,63.05
SANM,SANM,Electronic Manufacturing Services,4131932928,86.05,48.83,67.44,76.88
SATS,SATS,Wireless Telecommunication Services,6508911104,30.08,11.83,20.955,22.61
SBCF,SBCF,Regional Banks,2358171648,31.68,21.9,26.79,26.64
SBH,SBH,Specialty Stores,1183551616,14.79,9.06,11.925,11.86
SBSI,SBSI,Regional Banks,977748928,38.0,25.3,31.65,32.14
SCHL,SCHL,Publishing,556682752,40.74,19.735,30.2375,24.84
SCL,SCL,Specialty Chemicals,1509844352,96.01,66.995,81.5025,67.89
SCSC,SCSC,Technology Distributors,1133270016,53.9,31.01,42.455,49.55
SCVL,SCVL,Apparel Retail,941606848,46.92,24.94,35.93,34.0
SDGR,SDGR,Health Care Services,1416375168,38.0,16.67,27.335,19.3
SEDG,SEDG,Semiconductor Materials & Equipment,855923008,98.5,10.24,54.37,13.11
SEE,SEE,Paper & Plastic Packaging Products & Materials,4893794304,41.14,30.87,36.005,33.97
SEM,SEM,Health Care Facilities,2458606592,22.07974,12.429957,17.2548485,18.26
SFBS,SFBS,Regional Banks,4683869184,101.37,58.05,79.71000000000001,85.1
SFNC,SFNC,Regional Banks,2824136704,25.95,16.03,20.990000000000002,22.13
SGH,SGH,Semiconductors,N/A,N/A,N/A,N/A,N/A
SHAK,SHAK,Restaurants,5474848256,139.89,64.16,102.02499999999999,129.63
SHEN,SHEN,Wireless Telecommunication Services,682526272,22.27,11.87,17.07,12.71
SHO,SHO,Hotel & Resort REITs,2412820992,12.41,9.39,10.9,12.08
SHOO,SHOO,Footwear,3091940608,50.01,37.99,44.0,42.74
SIG,SIG,Specialty Stores,3528892160,112.06,72.26,92.16,79.48
SITC,SITC,Retail REITs,812744576,64.44,14.84,39.64,15.01
SITM,SITM,Semiconductors,5061377024,268.18,72.39,170.285,216.09
FUN,FUN,Leisure Facilities,4870274560,58.7,35.93,47.315,46.4
SJW,SJW,Water Utilities,1669325696,67.09,50.03,58.56,51.05
SKT,SKT,Retail REITs,3801197568,37.57,25.67,31.62,34.35
SKYW,SKYW,Airlines,4105370112,117.51,48.28,82.89500000000001,102.38
SLG,SLG,Office REITs,4899957248,82.81,41.81,62.31,66.79
SLP,SLP,Health Care Technology,573520576,51.22,27.07,39.144999999999996,28.88
SLVM,SLVM,Paper Products,3325362944,98.02,44.94,71.47999999999999,79.08
SM,SM,Oil & Gas Exploration & Production,4186554624,53.26,34.76,44.01,36.77
SMP,SMP,Auto Parts & Equipment,667293696,41.71,26.09,33.9,31.02
SMPL,SMPL,Packaged Foods & Meats,3874385408,43.0,30.0,36.5,38.85
SMTC,SMTC,Semiconductors,5476668928,70.27,18.16,44.214999999999996,63.58
SNCY,SNCY,Airlines,794097024,16.34,9.22,12.780000000000001,14.78
SNDR,SNDR,Cargo Ground Transportation,5069853696,33.9,20.5,27.2,29.38
SNEX,SNEX,Investment Banking & Brokerage,3035227648,106.77,61.68,84.225,94.095
SONO,SONO,Consumer Electronics,1772883840,19.76,10.23,14.995000000000001,14.41
SPNT,SPNT,Reinsurance,2332503552,16.2,10.84,13.52,14.39
SPSC,SPSC,Application Software,7074824704,218.74,160.58,189.66000000000003,190.3
SPTN,SPTN,Food Distributors,654843136,24.51,17.74,21.125,19.4
SPXC,SPXC,Industrial Machinery,6654791680,183.83,95.0,139.41500000000002,143.21
SSTK,SSTK,Interactive Media & Services,1049313088,54.41,28.85,41.629999999999995,29.96
STAA,STAA,Health Care Equipment,1223027840,52.68,23.72,38.2,24.98
STBA,STBA,Regional Banks,1502075776,45.79,28.83,37.31,38.89
STC,STC,Property & Casualty Insurance,1940519040,78.44,56.16,67.3,68.77
STEL,STEL,Regional Banks,1527859840,32.36,21.27,26.814999999999998,28.47
STEP,STEP,Asset Management & Custody Banks,7063149056,70.38,30.46,50.42,58.33
STRA,STRA,Education Services,2277583360,123.62,85.11,104.36500000000001,95.08
SUPN,SUPN,Pharmaceuticals,1956419840,39.37,25.53,32.45,35.77
SVC,SVC,Hotel & Resort REITs,413287040,8.72,2.29,5.505000000000001,2.33
SXC,SXC,Steel,919969792,12.82,7.47,10.145,10.99
SXI,SXI,Industrial Machinery,2295402240,212.66,140.04,176.35,191.99
SXT,SXT,Specialty Chemicals,3106740992,82.99,55.02,69.005,73.0
SWI,SWI,Systems Software,2464765440,14.94,10.14,12.54,14.28
TALO,TALO,Oil & Gas Exploration & Production,1637645056,14.775,8.98,11.877500000000001,9.16
TBBK,TBBK,Regional Banks,2555260416,61.17,29.92,45.545,51.96
TDS,TDS,Integrated Telecommunication Services,3861461248,35.39,13.69,24.54,33.74
TDW,TDW,Oil & Gas Equipment & Services,2563826944,111.42,46.5,78.96000000000001,48.68
TFIN,TFIN,Regional Banks,2139956224,110.58,66.85,88.715,90.97
TGI,TGI,Aerospace & Defense,1375288448,19.71,11.01,15.36,17.57
TGNA,TGNA,Broadcasting,2964644864,19.62,12.35,15.985,18.13
TGTX,TGTX,Biotechnology,5012412928,36.84,12.84,24.840000000000003,30.95
THRM,THRM,Auto Parts & Equipment,1196749696,62.93,38.22,50.575,38.63
THRY,THRY,Interactive Media & Services,610925888,26.42,13.06,19.740000000000002,14.89
THS,THS,Packaged Foods & Meats,1721856000,43.84,28.04,35.94,33.01
TILE,TILE,Office Services & Supplies,1430187392,27.34,11.48,19.41,24.65
TMDX,TMDX,Health Care Equipment,2070744576,177.37,59.722,118.546,60.53
TMP,TMP,Regional Banks,998634880,79.01,43.09,61.050000000000004,67.86
TNC,TNC,Industrial Machinery,1515297152,124.11,79.715,101.9125,81.71
TNDM,TNDM,Health Care Equipment,2358443008,53.69,21.85,37.769999999999996,33.27
TPH,TPH,Homebuilding,3465641216,47.78,33.24,40.510000000000005,36.6
TR,TR,Packaged Foods & Meats,1308866944,34.796116,27.58,31.188057999999998,31.72
TRIP,TRIP,Interactive Media & Services,1921443456,28.76,12.93,20.845,13.89
TRMK,TRMK,Regional Banks,2183952128,40.73,25.24,32.985,34.64
TRN,TRN,Construction Machinery & Heavy Trucks,2938148864,39.0,23.4,31.2,35.38
TRST,TRST,Regional Banks,638179136,38.89,25.83,32.36,33.38
TRUP,TRUP,Life & Health Insurance,2148085760,57.9,19.69,38.795,49.57
TTGT,TTGT,Interactive Media & Services,582644736,41.93,19.53,30.73,20.34
TTMI,TTMI,Electronic Manufacturing Services,2529850880,28.0,13.43,20.715,24.73
TWI,TWI,Agricultural & Farm Machinery,438818816,15.33,6.34,10.835,7.03
TWO,TWO,Mortgage REITs,1230325504,14.31,11.28,12.795,11.5
UCBI,UCBI,Regional Banks,N/A,N/A,N/A,N/A,N/A
UCTT,UCTT,Semiconductor Equipment,1577103488,56.47,31.01,43.74,34.96
UE,UE,Retail REITs,2916997376,23.85,15.805,19.8275,21.28
UFCS,UFCS,Property & Casualty Insurance,733653824,31.7,18.04,24.869999999999997,29.49
UFPT,UFPT,Health Care Equipment,1940461952,366.41,152.43,259.42,246.04
UHT,UHT,Health Care REITs,514789600,47.3,32.27,39.785,36.94
UNF,UNF,Diversified Support Services,3329722368,208.2,149.58,178.89,177.27
UNFI,UNFI,Food Retail,1550706304,32.2,8.58,20.39,26.21
UNIT,UNIT,Specialized REITs,1391455488,6.71,2.57,4.64,5.57
UPBD,UPBD,Computer & Electronics Retail,1649192960,38.72,26.5,32.61,29.41
URBN,URBN,Apparel Retail,5083545600,55.99,33.86,44.925,53.74
USNA,USNA,Packaged Foods & Meats,636209472,54.81,33.275,44.042500000000004,34.71
USPH,USPH,Health Care Facilities,1378324352,113.63,76.18,94.905,91.41
UTL,UTL,Electric Utilities,870655168,63.52,45.26,54.39,54.24
UVV,UVV,Tobacco,1348962176,67.8,45.19,56.495,54.45
VBTX,VBTX,Regional Banks,1510838528,31.62,18.08,24.85,26.67
VCEL,VCEL,Biotechnology,2788749568,61.49,32.31,46.900000000000006,54.95
VECO,VECO,Semiconductor Equipment,1523926912,49.25,25.52,37.385,27.59
VFC,VFC,"Apparel, Accessories & Luxury Goods",8674027520,23.49,11.0,17.244999999999997,21.67
VIAV,VIAV,Communications Equipment,2262492416,11.49,6.6,9.045,10.24
VICR,VICR,Electrical Components & Equipment,2219218944,61.05,30.9,45.974999999999994,49.08
VIR,VIR,Biotechnology,1010864832,13.09,6.56,9.825,7.37
VIRT,VIRT,Financial Exchanges & Data,5475129344,38.45,16.02,27.235,34.56
VRE,VRE,Office REITs,1809530624,18.85,13.84,16.345,16.38
VRRM,VRRM,Data Processing & Outsourced Services,3899262720,31.03,20.26,25.645000000000003,23.64
VRTS,VRTS,Asset Management & Custody Banks,1551084032,263.39,190.42,226.90499999999997,217.88
VSAT,VSAT,Communications Equipment,1128583296,29.11,6.69,17.9,8.58
VSCO,VSCO,Apparel Retail,3534827008,48.73,15.12,31.924999999999997,42.42
VSTO,VSTO,Leisure Products,2607619328,44.72,26.05,35.385,44.39
VSTS,VSTS,Diversified Support Services,2157661440,22.37,8.92,15.645,15.59
VTOL,VTOL,Oil & Gas Equipment & Services,933559104,41.5,24.33,32.915,32.66
VTLE,VTLE,Oil & Gas Exploration & Production,1083160832,58.3,25.85,42.075,27.89
VVI,VVI,Diversified Support Services,909773504,47.49,29.46,38.475,42.87
VYX,VYX,IT Consulting & Other Services,2033334272,17.39,10.87,14.129999999999999,13.93
WABC,WABC,Regional Banks,1380466816,59.97,43.82,51.894999999999996,51.42
WAFD,WAFD,Regional Banks,2655345408,38.62,25.79,32.205,31.95
WD,WD,Commercial & Residential Mortgage Finance,3300685056,118.19,87.2,102.695,96.32
WDFC,WDFC,Household Products,3387611904,292.36,211.03,251.695,257.54
WERN,WERN,Cargo Ground Transportation,2212719104,43.14,33.12,38.129999999999995,36.37
WGO,WGO,Automobile Manufacturers,1445331584,74.61,49.68,62.144999999999996,51.93
WHD,WHD,Oil & Gas Equipment & Services,3778739968,70.01,37.58,53.795,56.93
WKC,WKC,Oil & Gas Refining & Marketing,1560542464,31.71,21.21,26.46,27.39
WLY,WLY,Publishing,2395397632,53.96,30.45,42.205,44.36
WNC,WNC,Construction Machinery & Heavy Trucks,737162368,30.07,15.94,23.005,17.1
WOLF,WOLF,Semiconductors,899099520,47.43,6.1,26.765,7.0
WOR,WOR,Other Specialty Retail,2049614976,69.96,37.88,53.92,41.22
WRLD,WRLD,Consumer Finance,621183552,149.31,101.85,125.58,109.29
WS,WS,Steel,1731468288,47.19,23.82,35.504999999999995,32.46
WSFS,WSFS,Regional Banks,3115693824,62.75,40.2,51.475,52.61
WSR,WSR,Retail REITs,731476672,15.36,10.77,13.065,14.25
WT,WT,Asset Management & Custody Banks,1556007552,12.45,6.57,9.51,10.5
WWW,WWW,Footwear,1846344960,24.64,7.58,16.11,22.45
XHR,XHR,Hotel & Resort REITs,1619283584,16.5,12.34,14.42,14.98
XNCR,XNCR,Biotechnology,1688665600,27.24,15.31,21.275,24.01
XPEL,XPEL,Auto Parts & Equipment,1123598464,60.49,30.75,45.620000000000005,41.72
XRX,XRX,"Technology Hardware, Storage & Peripherals",1043497920,19.78,8.02,13.9,8.52
YELP,YELP,Interactive Media & Services,2506338048,48.63,32.56,40.595,38.3
YOU,YOU,Application Software,3716537088,38.88,16.05,27.465000000000003,25.61
ZD,ZD,Advertising,2400778752,70.9,37.76,54.33,55.96
ZWS,ZWS,Industrial Machinery & Supplies & Components,6360880640,41.15,27.55,34.35,37.15
