Symbol,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
SAFE,Safehold Inc.,Real Estate,1335142656,28.8,17.91,21.47215,18.48
SABR,Sabre Corporation,Technology,1377498752,4.625,1.81,3.1593,3.65
SAFT,"Safety Insurance Group, Inc.",Financial Services,1224505984,90.0,71.99,81.2093,82.4
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,2131752704,70.88,47.82,58.22695,63.35
SANM,Sanmina Corporation,Technology,4069916160,86.05,48.83,68.90325,75.67
SATS,EchoStar Corporation,Technology,6508911104,30.08,11.83,20.1748,22.9
SBCF,Seacoast Banking Corporation of Florida,Financial Services,2278711552,31.68,21.9,25.93635,27.53
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,1094401024,14.79,9.06,11.8889,10.45
SBSI,"Southside Bancshares, Inc.",Financial Services,940469696,38.0,25.3,30.9611,31.76
SCHL,Scholastic Corporation,Communication Services,594057216,40.74,19.14,31.2277,21.33
SCL,Stepan Company,Basic Materials,1421215104,95.33,63.18,79.83945,64.7
SCSC,"ScanSource, Inc.",Technology,1120169856,53.9,31.01,46.83865,47.45
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,878017856,46.92,24.94,37.39825,33.08
SDGR,"Schrödinger, Inc.",Healthcare,1486319488,33.63,16.67,21.209776,19.29
SEDG,"SolarEdge Technologies, Inc.",Technology,857661504,87.98,10.24,31.79035,13.6
SEE,Sealed Air Corporation,Consumer Cyclical,4850086912,41.14,30.87,35.43535,33.83
SEM,Select Medical Holdings Corporation,Healthcare,2423778560,22.07974,13.841595,18.397312,18.85
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,4560034816,101.37,58.05,75.19,84.405
SFNC,Simmons First National Corporation,Financial Services,2724934144,25.95,16.03,20.40395,22.18
SGH,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHAK,Shake Shack Inc.,Consumer Cyclical,5661776384,139.89,64.16,105.6621,129.8
SHEN,Shenandoah Telecommunications Company,Communication Services,673789952,22.27,11.87,15.419,12.61
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,2340496384,12.41,9.39,10.52255,11.84
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,3029134336,50.01,37.99,43.6438,42.52
SIG,Signet Jewelers Limited,Consumer Cyclical,3393633792,112.06,72.26,92.1882,80.71
SITC,SITE Centers Corp.,Real Estate,788561984,64.44,14.74,42.901443,15.29
SITM,SiTime Corporation,Technology,5223976960,268.18,72.39,149.33293,214.53
FUN,Six Flags Entertainment Corporation,Consumer Cyclical,4783162368,58.7,35.93,44.1402,48.19
SJW,SJW Group,Utilities,1619445504,65.15,48.67,56.07615,49.22
SKT,Tanger Inc.,Real Estate,3764668672,37.57,25.67,30.4867,34.13
SKYW,"SkyWest, Inc.",Industrials,4076334080,117.51,48.28,84.521,100.13
SLG,SL Green Realty Corp.,Real Estate,4926614528,82.81,41.81,63.25795,67.92
SLP,"Simulations Plus, Inc.",Healthcare,560586304,51.22,27.07,38.2642,27.89
SLVM,Sylvamo Corporation,Basic Materials,3253188608,98.02,44.94,75.1085,79.02
SM,SM Energy Company,Energy,4595026944,53.26,34.76,45.0189,38.76
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,664469888,41.71,26.09,31.56315,30.98
SMPL,The Simply Good Foods Company,Consumer Defensive,3941063168,42.52,30.0,35.371525,38.98
SMTC,Semtech Corporation,Technology,5351709184,70.27,18.16,40.96445,61.85
SNCY,"Sun Country Airlines Holdings, Inc.",Industrials,769215296,16.34,9.22,12.474625,14.58
SNDR,"Schneider National, Inc.",Industrials,5103138816,33.9,20.5,25.969,29.28
SNEX,StoneX Group Inc.,Financial Services,3199665152,106.77,61.68,81.6194,97.97
SONO,"Sonos, Inc.",Technology,1794801280,19.76,10.23,14.4334,15.04
SPNT,SiriusPoint Ltd.,Financial Services,2547786752,16.5,10.84,13.5999,16.39
SPSC,"SPS Commerce, Inc.",Technology,6867824128,218.74,160.58,188.7086,183.99
SPTN,SpartanNash Company,Consumer Defensive,614674880,23.66,17.74,20.03045,18.32
SPXC,"SPX Technologies, Inc.",Industrials,6775323648,183.83,95.0,147.0005,145.52
SSTK,"Shutterstock, Inc.",Communication Services,1016892480,54.41,28.85,36.67125,30.35
STAA,STAAR Surgical Company,Healthcare,1187549184,52.68,23.55,36.5128,24.29
STBA,"S&T Bancorp, Inc.",Financial Services,1422878208,45.79,28.83,37.31815,38.22
STC,Stewart Information Services Corporation,Financial Services,1824919552,78.44,56.16,68.00205,67.49
STEL,"Stellar Bancorp, Inc.",Financial Services,1483535360,32.36,21.27,25.5647,28.35
STEP,StepStone Group Inc.,Financial Services,7132419584,70.38,30.46,50.19995,57.88
STRA,"Strategic Education, Inc.",Consumer Defensive,2269229824,123.62,85.11,101.7135,93.42
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,2011639168,39.37,25.53,31.93095,36.16
SVC,Service Properties Trust,Real Estate,418286464,8.42,2.29,4.71625,2.54
SXC,"SunCoke Energy, Inc.",Basic Materials,888855616,12.82,7.47,10.14025,10.7
SXI,Standex International Corporation,Industrials,2275105024,212.66,140.04,178.84386,186.99
SXT,Sensient Technologies Corporation,Basic Materials,2962290688,82.99,55.02,75.11875,71.26
SWI,SolarWinds Corporation,Technology,2425533952,14.94,10.14,12.4522,14.25
TALO,Talos Energy Inc.,Energy,1812207104,14.67,8.885,11.53345,9.71
TBBK,"The Bancorp, Inc.",Financial Services,2477610240,61.17,29.92,44.94945,52.63
TDS,"Telephone and Data Systems, Inc.",Communication Services,3914824704,35.39,13.69,23.2102,34.11
TDW,Tidewater Inc.,Energy,2915960832,111.42,46.5,81.07465,54.71
TFIN,"Triumph Financial, Inc.",Financial Services,2075874560,110.58,66.85,83.50465,90.88
TGI,"Triumph Group, Inc.",Industrials,1430207104,19.71,11.01,15.1061,18.66
TGNA,TEGNA Inc.,Communication Services,3025871360,19.62,12.35,15.3844,18.29
TGTX,"TG Therapeutics, Inc.",Healthcare,4834954752,36.84,12.84,21.970724,30.1
THRM,Gentherm Incorporated,Consumer Cyclical,1218435584,62.93,37.95,47.98625,39.925
THRY,"Thryv Holdings, Inc.",Communication Services,625083584,26.42,13.06,18.405926,14.8
THS,"TreeHouse Foods, Inc.",Consumer Defensive,1784319872,43.84,28.04,37.49295,35.13
TILE,"Interface, Inc.",Industrials,1396954240,27.34,11.48,18.567,24.35
TMDX,"TransMedics Group, Inc.",Healthcare,2231839744,177.37,58.27,120.14448,62.35
TMP,Tompkins Financial Corporation,Financial Services,960779456,79.01,43.09,57.2303,67.83
TNC,Tennant Company,Industrials,1530395264,124.11,79.25,98.5754,81.53
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,2353845760,53.69,21.85,39.0121,36.02
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,3358948608,47.78,33.24,40.53825,36.26
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,1341784192,34.2233,27.58,30.56355,32.33
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,2088646656,28.76,12.93,17.6666,14.77
TRMK,Trustmark Corporation,Financial Services,2116678400,40.73,25.24,32.1445,35.37
TRN,"Trinity Industries, Inc.",Industrials,2882278144,39.0,23.4,32.2684,35.1
TRST,TrustCo Bank Corp NY,Financial Services,620309376,38.89,25.83,31.51265,33.31
TRUP,"Trupanion, Inc.",Financial Services,2040956672,57.9,19.69,38.5521,48.2
TTGT,"TechTarget, Inc.",Communication Services,1386211456,41.93,18.26,28.1926,19.82
TTMI,"TTM Technologies, Inc.",Technology,2506397952,28.0,13.43,19.52145,24.75
TWI,"Titan International, Inc.",Industrials,428716512,15.33,6.34,8.36585,6.79
TWO,Two Harbors Investment Corp.,Real Estate,1242763520,14.27,11.28,12.82115,11.83
UCBI,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UCTT,"Ultra Clean Holdings, Inc.",Technology,1651001984,56.47,31.01,41.0611,35.95
UE,Urban Edge Properties,Real Estate,2871017728,23.85,15.805,19.7452,21.5
UFCS,"United Fire Group, Inc.",Financial Services,721742976,31.7,18.04,22.67105,28.45
UFPT,"UFP Technologies, Inc.",Healthcare,1889657600,366.41,152.43,283.7079,244.51
UHT,Universal Health Realty Income Trust,Real Estate,505510400,47.3,32.27,39.93435,37.21
UNF,UniFirst Corporation,Industrials,3165959424,208.2,149.58,178.4801,171.09
UNFI,"United Natural Foods, Inc.",Consumer Defensive,1653168000,32.2,8.58,16.09795,27.31
UNIT,Uniti Group Inc.,Real Estate,1354838400,6.71,2.57,4.773275,5.5
UPBD,"Upbound Group, Inc.",Technology,1564408576,38.72,26.5,31.8054,29.17
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,5245030400,57.0,33.86,41.6257,54.88
USNA,"USANA Health Sciences, Inc.",Consumer Defensive,693578816,52.75,31.44,41.7174,35.89
USPH,"U.S. Physical Therapy, Inc.",Healthcare,1326548608,113.63,76.18,93.6202,88.71
UTL,Unitil Corporation,Utilities,869198144,63.52,45.26,55.7547,54.19
UVV,Universal Corporation,Consumer Defensive,1350690688,64.32,45.19,51.719,54.84
VBTX,"Veritex Holdings, Inc.",Financial Services,1437830144,31.62,18.08,23.89455,27.16
VCEL,Vericel Corporation,Healthcare,2720141568,61.49,32.31,48.49,54.91
VECO,Veeco Instruments Inc.,Technology,1533011456,49.25,25.52,35.257,26.8
VFC,V.F. Corporation,Consumer Cyclical,8385931776,23.49,11.0,16.69845,21.46
VIAV,Viavi Solutions Inc.,Technology,2240311296,11.49,6.6,8.5819,10.1
VICR,Vicor Corporation,Technology,2176342272,61.05,30.9,40.50945,48.32
VIR,"Vir Biotechnology, Inc.",Healthcare,1001224384,13.09,6.56,8.7631,7.34
VIRT,"Virtu Financial, Inc.",Financial Services,5577179136,38.45,16.02,28.1311,35.68
VRE,"Veris Residential, Inc.",Real Estate,1813941632,18.85,13.84,16.23455,16.63
VRRM,Verra Mobility Corporation,Industrials,3963536128,31.03,20.26,26.1493,24.18
VRTS,"Virtus Investment Partners, Inc.",Financial Services,1538521088,263.39,190.42,223.8566,220.58
VSAT,"Viasat, Inc.",Technology,1223594752,27.56,6.69,14.00515,8.51
VSCO,Victoria's Secret & Co.,Consumer Cyclical,3177884928,48.73,15.12,25.04775,41.42
VSTO,Vista Outdoor Inc.,Consumer Cyclical,2607619328,44.72,26.05,37.41795,44.39
VSTS,Vestis Corporation,Industrials,2014168576,22.37,8.92,14.47315,15.24
VTOL,Bristow Group Inc.,Energy,1010568384,41.5,24.33,33.84425,34.3
VTLE,"Vital Energy, Inc.",Energy,1211736064,58.3,25.85,39.22075,30.92
VVI,"Pursuit Attractions and Hospitality, Inc.",Industrials,1186109696,47.49,29.46,36.8408,42.81
VYX,NCR Voyix Corporation,Technology,1955971200,16.9,10.87,13.26345,13.84
WABC,Westamerica Bancorporation,Financial Services,1375663232,59.97,43.82,50.61985,52.46
WAFD,"WaFd, Inc.",Financial Services,2600578816,38.62,25.79,32.13885,32.24
WD,"Walker & Dunlop, Inc.",Financial Services,3222684416,118.19,87.2,102.3994,97.21
WDFC,WD-40 Company,Basic Materials,3252481280,292.36,211.03,249.58235,242.68
WERN,"Werner Enterprises, Inc.",Industrials,2196030976,42.48,33.12,37.32435,35.78
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,1367305984,74.1,45.44,58.88425,47.78
WHD,"Cactus, Inc.",Energy,3966043904,70.01,37.58,56.9929,58.36
WKC,World Kinect Corporation,Energy,1591323520,31.71,21.21,27.1807,27.51
WLY,"John Wiley & Sons, Inc.",Communication Services,2339080960,53.96,30.45,44.32775,43.71
WNC,Wabash National Corporation,Industrials,736729024,30.07,15.94,21.0161,17.13
WOLF,"Wolfspeed, Inc.",Technology,846737216,42.23,6.1,17.25155,6.66
WOR,"Worthington Enterprises, Inc.",Industrials,1957638784,69.96,37.88,48.03455,40.11
WRLD,World Acceptance Corporation,Financial Services,645791680,149.31,101.85,123.4846,112.44
WSR,Whitestone REIT,Real Estate,719678656,15.36,10.77,13.2922,14.125
WT,"WisdomTree, Inc.",Financial Services,1485877632,12.45,6.67,10.08965,10.11
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,1795900544,24.64,7.71,15.18125,22.61
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,1580245248,16.5,12.34,14.5208,14.75
XNCR,"Xencor, Inc.",Healthcare,1679568000,27.24,15.31,21.13825,23.79
XPEL,"XPEL, Inc.",Consumer Cyclical,1082774016,60.49,30.75,42.47625,38.97
XRX,Xerox Holdings Corporation,Technology,1033547968,19.78,8.02,11.68355,8.26
YELP,Yelp Inc.,Communication Services,2596508416,46.42,32.56,36.66125,39.07
YOU,"Clear Secure, Inc.",Technology,3830849024,38.88,16.05,24.56735,27.04
ZD,"Ziff Davis, Inc.",Communication Services,2362738944,70.9,37.76,52.14885,54.78
ZWS,Zurn Elkay Water Solutions Corporation,Industrials,6199652352,41.15,27.55,33.7357,36.9
