Ticker,First Date,First Value,Last Date,Last Value,Percentage Change,Source File,Folder Path,Company Name,Sector,Industry,Market Cap,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date,Stock Market,52-Wk High,52-Wk Low,CDP Score
WBD,2024-11-20,9.949999809265137,2025-01-06,10.829999923706056,8.84422242522548,root_csv_files/nasdaq_stocks.csv,Market_NASDAQ_data,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,25144991744,Not Available,0.71603215,Not Available,Not Available,-4.58,39578001408,-0.28342,7144999936,Not Available,NMS,12.7,6.64,Not Available
RFL,2024-11-20,1.950000047683716,2025-01-06,1.9900000095367432,2.051280044866696,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Rafael Holdings, Inc.",Real Estate,Real Estate Services,51963028,Not Available,0.6287425,Not Available,Not Available,-1.67,637000,Not Available,-102417664,Not Available,NYQ,2.5,1.29,Not Available
FNA,2024-11-20,10.350000381469728,2025-01-06,10.760000228881836,3.961351036722247,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Paragon 28, Inc.",Healthcare,Medical Devices,972829952,Not Available,6.966427,Not Available,Not Available,-0.67,244995008,-0.22918,-21469000,Not Available,NYQ,14.79,4.65,Not Available
OBDC,2024-11-20,14.700271606445312,2025-01-06,14.960000038146973,1.766827434588233,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Blue Owl Capital Corporation,Financial Services,Asset Management,7601418240,9.242236,0.9739495,Not Available,0.115600005,1.61,1613592960,0.38985002,Not Available,Not Available,NYQ,16.91,13.98,Not Available
MPLN,2024-11-20,6.449999809265137,2025-01-06,12.449999809265137,93.02325856477188,root_csv_files/nyse_tickers.csv,Market_NYSE_data,MultiPlan Corporation,Healthcare,Health Information Services,258900912,Not Available,1.2473705,Not Available,Not Available,-95.28,942614016,-1.63297,557651008,Not Available,NYQ,53.6,4.8,Not Available
MNR,2024-11-20,16.450000762939453,2025-01-06,17.100000381469727,3.951365278928564,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Not Available,Energy,Oil & Gas E&P,1880413312,Not Available,1.4485013,Not Available,0.1479,-0.35,834326976,0.30956,535593984,Not Available,NYQ,21.19,14.46,Not Available
IVR,2024-11-20,7.687290191650391,2025-01-06,8.130000114440918,5.758985438996177,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Invesco Mortgage Capital Inc.,Real Estate,REIT - Mortgage,493130016,6.1052628,0.85267246,Not Available,0.19700001,1.33,102893000,0.81224996,Not Available,Not Available,NYQ,9.97,7.48,Not Available
LOCL,2024-11-20,1.7100000381469729,2025-01-06,2.25,31.578944433135423,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Local Bounti Corporation,Consumer Defensive,Farm Products,19734928,Not Available,1.2404788,Not Available,Not Available,-18.11,31502000,Not Available,-50461000,Not Available,NYQ,3.333,1.18,Not Available
GRNT,2024-11-20,6.519999980926514,2025-01-06,6.679999828338623,2.453985396935122,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Granite Ridge Resources, Inc.",Energy,Oil & Gas E&P,826302080,17.555555,1.2509897,Not Available,0.0696,0.36,358520992,0.13366,299406016,Not Available,NYQ,7.1,5.29,Not Available
BALY,2024-11-20,17.81999969482422,2025-01-06,17.920000076293945,0.5611693781272704,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,737289024,Not Available,3.1574361,Not Available,Not Available,-15.15,2481783040,-0.30637,245542000,Not Available,NYQ,18.15,9.74,Not Available
CHCT,2024-11-20,18.38999938964844,2025-01-06,18.920000076293945,2.882004916997641,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Community Healthcare Trust Incorporated,Real Estate,REIT - Healthcare Facilities,567672256,Not Available,1.1239725,Not Available,0.0925,-0.12,115612000,-0.00386,63713000,Not Available,NYQ,28.1,15.06,Not Available
EBS,2024-11-20,8.880000114440918,2025-01-06,10.270000457763672,15.65315681767047,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,631787776,Not Available,1.2408215,Not Available,Not Available,-3.91,1125500032,-0.18552,-4800000,Not Available,NYQ,15.1,1.42,Not Available
DEC,2024-11-20,16.110000610351562,2025-01-06,16.68000030517578,3.5381730181807844,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Diversified Energy Company PLC,Energy,Oil & Gas E&P,825217344,5.6726623,1.3787376,Not Available,0.0736,2.78,699472000,0.20457001,493308992,Not Available,NYQ,17.7,10.537,Not Available
ONL,2024-11-20,3.727319002151489,2025-01-06,3.930000066757202,5.437717149745472,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Orion Office REIT Inc.,Real Estate,REIT - Office,215958496,Not Available,0.26962838,Not Available,0.103599995,-1.55,169644000,-0.50941,85429000,Not Available,NYQ,5.42,3.01,Not Available
FUBO,2024-11-20,1.440000057220459,2025-01-06,5.059999942779541,251.38887095230663,root_csv_files/nyse_tickers.csv,Market_NYSE_data,fuboTV Inc.,Communication Services,Broadcasting,1370145792,Not Available,5.7304964,Not Available,Not Available,-0.68,1589699968,-0.1291,-191476992,Not Available,NYQ,6.45,1.1,Not Available
SRG,2024-11-20,4.039999961853027,2025-01-06,4.130000114440918,2.227726570240121,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Seritage Growth Properties,Real Estate,Real Estate Services,219446368,Not Available,0.52560645,Not Available,Not Available,-2.55,56427000,-2.45452,-8252000,Not Available,NYQ,9.87,3.63,Not Available
SMRT,2024-11-20,1.4800000190734863,2025-01-06,1.7699999809265137,19.594591764571323,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"SmartRent, Inc.",Technology,Software - Application,304259008,Not Available,0.99936754,Not Available,Not Available,-0.12,199770000,-0.12775,-27363000,Not Available,NYQ,3.17,1.17,Not Available
PBI,2024-11-20,7.510000228881836,2025-01-06,7.53000020980835,0.266311322463055,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Pitney Bowes Inc.,Industrials,Integrated Freight & Logistics,1540824320,Not Available,Not Available,Not Available,0.023599999,-1.41,3224315904,-0.12097,283447008,Not Available,NYQ,8.8,3.68,Not Available
SPIR,2024-11-20,14.420000076293944,2025-01-06,15.1899995803833,5.3398023579432135,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Spire Global, Inc.",Industrials,Specialty Business Services,457657216,Not Available,5.3648806,Not Available,Not Available,-3.45,107223000,-0.6672,-22380000,Not Available,NYQ,20.89,6.26,Not Available
NTZ,2024-11-20,4.329999923706055,2025-01-06,4.670000076293945,7.852197657705358,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Natuzzi S.p.A.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",55293292,Not Available,0.80204505,Not Available,Not Available,-2.04,327918016,-0.05053,7703000,Not Available,NYQ,6.5,3.8,Not Available
CIM,2024-11-20,14.135433197021484,2025-01-06,14.149999618530272,0.1030489925972457,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Chimera Investment Corporation,Real Estate,REIT - Mortgage,1158134272,4.3003,0.42314285,Not Available,0.1034,3.33,442340992,0.7983,Not Available,Not Available,NYQ,16.89,11.29,Not Available
DNA,2024-11-20,6.360000133514404,2025-01-06,11.649999618530272,83.17609078559443,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,736879488,Not Available,0.8752645,Not Available,Not Available,-12.89,217951008,-2.98778,-525771008,Not Available,NYQ,64.4,5.26,Not Available
ACHR,2024-11-20,5.059999942779541,2025-01-06,11.449999809265137,126.28458376968804,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Archer Aviation Inc.,Industrials,Aerospace & Defense,5001360896,Not Available,9.055405,Not Available,Not Available,-1.31,Not Available,Not Available,-482300000,Not Available,NYQ,12.475,2.821,Not Available
NPKI,2024-11-20,7.400000095367432,2025-01-06,7.570000171661377,2.297298298690148,root_csv_files/nyse_tickers.csv,Market_NYSE_data,NPK International Inc.,Energy,Oil & Gas Equipment & Services,663434240,20.184212,2.0962012,Not Available,Not Available,0.38,748371968,-0.21305001,69209000,Not Available,NYQ,8.65,5.61,Not Available
SQNS,2024-11-20,2.789999961853028,2025-01-06,3.619999885559082,29.74910161485433,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Sequans Communications S.A.,Technology,Semiconductors,85725648,0.54704946,1.4926022,Not Available,Not Available,6.27,30555000,1.38432,28263000,Not Available,NYQ,7.425,0.85,Not Available
AMTD,2024-11-20,1.1690000295639038,2025-01-06,1.190000057220459,1.796409506027921,root_csv_files/nyse_tickers.csv,Market_NYSE_data,AMTD IDEA Group,Financial Services,Asset Management,1092457600,Not Available,0.06528562,Not Available,Not Available,-148.08,122715000,1.1652501,Not Available,Not Available,NYQ,2.0,0.98,Not Available
BODI,2024-11-20,6.329999923706055,2025-01-06,6.409999847412109,1.263821874727871,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"The Beachbody Company, Inc.",Communication Services,Internet Content & Information,50749988,Not Available,0.59405136,Not Available,Not Available,-15.83,477488992,-0.25715,-10910000,Not Available,NYQ,12.13,5.14,Not Available
FENG,2024-11-20,2.450000047683716,2025-01-06,2.470000028610229,0.8163257362146441,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Phoenix New Media Limited,Communication Services,Internet Content & Information,26732572,Not Available,0.022007085,Not Available,Not Available,-0.53,686756992,-0.06531,-41919000,Not Available,NYQ,4.15,1.2,Not Available
NRGV,2024-11-20,1.4800000190734863,2025-01-06,2.470000028610229,66.89189167419777,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Energy Vault Holdings, Inc.",Utilities,Utilities - Renewable,319452000,Not Available,1.7766496,Not Available,Not Available,-0.65,130964000,-0.73373,-99915000,Not Available,NYQ,2.695,0.78,Not Available
PL,2024-11-20,3.140000104904175,2025-01-06,4.360000133514404,38.853502797811565,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Planet Labs PBC,Industrials,Aerospace & Defense,1614096896,Not Available,3.0374093,Not Available,Not Available,-0.4,235764000,-0.57706,-88722000,Not Available,NYQ,5.55,1.67,Not Available
XPOF,2024-11-20,15.350000381469728,2025-01-06,15.520000457763672,1.1074923261836844,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Xponential Fitness, Inc.",Consumer Cyclical,Leisure,763670464,Not Available,Not Available,Not Available,Not Available,-1.15,326724000,-0.09147,53483000,Not Available,NYQ,18.95,7.4,Not Available
NEP,2024-11-20,16.079999923706055,2025-01-06,18.71999931335449,16.417906729939695,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"NextEra Energy Partners, LP",Utilities,Utilities - Renewable,1468486912,25.737703,0.43026668,Not Available,0.229,0.61,1167000064,0.17395,662000000,Not Available,NYQ,35.15,15.55,Not Available
CULP,2024-11-20,4.960000038146973,2025-01-06,5.690000057220459,14.71774220683696,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,66814416,Not Available,0.8714169,Not Available,Not Available,-1.67,225208000,-0.07876,-5288000,Not Available,NYQ,6.85,4.25,Not Available
TLK,2024-11-20,16.530000686645508,2025-01-06,16.780000686645508,1.5124016310657118,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,16890104832,12.178571,0.012446472,Not Available,0.0643,1.4,150197002829824,0.15049,67115998511104,Not Available,NYQ,26.85,15.35,Not Available
DHX,2024-11-20,1.7899999618530271,2025-01-06,1.7999999523162842,0.5586586970038234,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"DHI Group, Inc.",Technology,Software - Application,123730688,85.333336,1.0604805,Not Available,Not Available,0.03,146578000,0.01766,27640000,Not Available,NYQ,2.98,1.45,Not Available
GPRK,2024-11-20,8.300000190734863,2025-01-06,10.3100004196167,24.216869670985812,root_csv_files/nyse_tickers.csv,Market_NYSE_data,GeoPark Limited,Energy,Oil & Gas E&P,475582976,4.715736,2.4511874,Not Available,0.0633,1.97,716838016,0.14972,438486016,Not Available,NYQ,11.72,7.24,Not Available
NEUE,2024-11-20,4.949999809265137,2025-01-06,7.349999904632568,48.48485227969593,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"NeueHealth, Inc.",Healthcare,Healthcare Plans,61316104,1.8181818,Not Available,Not Available,Not Available,4.07,996889984,-0.3628,-96151000,Not Available,NYQ,16.59,3.79,Not Available
INN,2024-11-20,6.079999923706055,2025-01-06,6.710000038146973,10.361844117539103,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Summit Hotel Properties, Inc.",Real Estate,REIT - Hotel & Motel,722063872,133.2,0.79257405,Not Available,0.048,0.05,736286976,0.03584,235684000,Not Available,NYQ,7.22,5.66,Not Available
YMM,2024-11-20,9.84000015258789,2025-01-06,10.609999656677246,7.825198090945638,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Full Truck Alliance Co. Ltd.,Technology,Software - Application,12036583424,30.289474,0.3378041,Not Available,0.0168,0.38,9704869888,0.26819,1515273472,Not Available,NYQ,12.47,5.7,Not Available
