Ticker,First Date,First Value,Last Date,Last Value,Percentage Change,Source File,Folder Path,Company Name,Sector,Industry,Market Cap,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date,Stock Market,52-Wk High,52-Wk Low,CDP Score
EQC,2024-11-20,1.3715938329696655,2025-01-06,1.8600000143051147,35.60865976467619,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Equity Commonwealth,Real Estate,REIT - Office,187147440,4.5789475,0.0815332,Not Available,Not Available,0.38,58433000,0.85423,-12396000,Not Available,NYQ,21.0,1.4,Not Available
EARN,2024-11-20,6.490000247955322,2025-01-06,6.679999828338623,2.9275743162438284,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Ellington Credit Company,Financial Services,Asset Management,193149088,5.296,0.9661412,Not Available,0.145,1.25,-18850000,Not Available,Not Available,Not Available,NYQ,7.26,5.54,Not Available
EQV,2024-11-20,9.937999725341797,2025-01-06,9.989999771118164,0.5232445885842361,root_csv_files/nyse_tickers.csv,Market_NYSE_data,EQV Ventures Acquisition Corp.,Not Available,Not Available,445724992,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NYQ,10.05,9.88,Not Available
MEI,2024-11-20,9.029999732971191,2025-01-06,12.40999984741211,37.430788642213805,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Methode Electronics, Inc.",Technology,Electronic Components,469597440,Not Available,0.60699636,Not Available,0.0482,-2.52,1083299968,-0.13154,47200000,Not Available,NYQ,22.2,8.54,Not Available
AOMR,2024-11-20,9.25,2025-01-06,9.920000076293944,7.243244068042633,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Angel Oak Mortgage REIT, Inc.",Real Estate,REIT - Mortgage,238404592,3.4845362,0.89933485,Not Available,0.1262,2.91,94441000,0.76667,Not Available,Not Available,NYQ,13.315,8.88,Not Available
ENFN,2024-11-20,9.890000343322754,2025-01-06,10.40999984741211,5.257831001395605,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Enfusion, Inc.",Technology,Software - Application,1050993792,277.25,14.786667,Not Available,Not Available,0.04,195159008,0.01704,18527000,Not Available,NYQ,11.375,7.52,Not Available
SUPV,2024-11-20,11.420000076293944,2025-01-06,17.639999389648438,54.46584301051098,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Grupo Supervielle S.A.,Financial Services,Banks - Regional,1649324800,18.522223,0.021616366,Not Available,0.0156,0.9,531472482304,0.18434,Not Available,Not Available,NYQ,19.75,3.705,Not Available
SMHI,2024-11-20,6.46999979019165,2025-01-06,6.630000114440918,2.4729571783267112,root_csv_files/nyse_tickers.csv,Market_NYSE_data,SEACOR Marine Holdings Inc.,Industrials,Marine Shipping,186882240,Not Available,0.5755641,Not Available,Not Available,-1.66,274636000,-0.16811001,33459000,Not Available,NYQ,15.36,5.8,Not Available
SGHC,2024-11-20,5.929999828338623,2025-01-06,5.96999979019165,0.6745356325623019,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Super Group (SGHC) Limited,Consumer Cyclical,Gambling,3961305088,790.0,7.214612,Not Available,0.0127,0.01,1556770048,0.0026,159684256,Not Available,NYQ,7.97,2.9,Not Available
KODK,2024-11-20,5.489999771118164,2025-01-06,6.519999980926514,18.76138893897561,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Eastman Kodak Company,Industrials,Specialty Business Services,574860032,10.214286,0.58539385,Not Available,Not Available,0.7,1052000000,0.077,177000000,Not Available,NYQ,7.8,3.35,Not Available
SVV,2024-11-20,8.59000015258789,2025-01-06,9.640000343322754,12.22351771924628,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Savers Value Village, Inc.",Consumer Cyclical,Specialty Retail,1782985216,24.23913,4.1235204,Not Available,Not Available,0.46,1518397056,0.04926,203034000,Not Available,NYQ,21.33,7.78,Not Available
ZEPP,2024-11-20,2.630000114440918,2025-01-06,2.9100000858306885,10.646386281594992,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Zepp Health Corporation,Technology,Consumer Electronics,43509372,Not Available,0.017964868,Not Available,Not Available,-2.44,237238256,-0.104370005,-14621203,Not Available,NYQ,5.92,2.06,Not Available
GRND,2024-11-20,14.68000030517578,2025-01-06,17.5,19.209806786107244,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Grindr Inc.,Technology,Software - Application,3193144832,Not Available,Not Available,Not Available,Not Available,-0.3,319100992,-0.16268,106136000,Not Available,NYQ,18.425,7.93,Not Available
CCM,2024-11-20,4.199999809265137,2025-01-06,4.75,13.095243231239465,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Concord Medical Services Holdings Limited,Healthcare,Medical Care Facilities,20762106,Not Available,Not Available,Not Available,Not Available,-11.9,471699008,-0.80333,-330054016,Not Available,NYQ,26.7,3.8,Not Available
GHLD,2024-11-20,13.960000038146973,2025-01-06,14.279999732971191,2.292261417978441,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Guild Holdings Company,Financial Services,Mortgage Finance,790900480,Not Available,0.67784023,Not Available,Not Available,-1.54,829864000,-0.11305001,-7740000,Not Available,NYQ,18.255,11.21,Not Available
TAK,2024-11-20,13.289999961853027,2025-01-06,13.300000190734863,0.0752462671974425,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,41182978048,22.396551,0.0029753253,Not Available,0.0502,0.58,4546082897920,0.06379,1328560996352,Not Available,NYQ,15.08,12.58,Not Available
RES,2024-11-20,5.96999979019165,2025-01-06,6.139999866485596,2.8475725673097205,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,1455360384,12.089286,1.3371519,Not Available,0.023599999,0.56,1474168960,0.08068,255822000,Not Available,NYQ,8.19,5.54,Not Available
PARA,2024-11-20,10.532852172851562,2025-01-06,10.93000030517578,3.770565899974052,root_csv_files/sp500_stocks.csv,Market_SP500_data,Paramount Global,Communication Services,Entertainment,7857198080,Not Available,0.4440433,Not Available,0.018099999,-9.06,28867000320,-0.18887,3124999936,Not Available,NMS,15.7,9.54,Not Available
WBA,2024-11-20,8.239999771118164,2025-01-06,9.470000267028809,14.927190898983897,root_csv_files/sp500_stocks.csv,Market_SP500_data,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,10257496064,Not Available,0.98188436,Not Available,0.108500004,-10.24,147657998336,-0.05849,2884000000,Not Available,NMS,23.77,8.08,Not Available
WBD,2024-11-20,9.949999809265137,2025-01-06,10.829999923706056,8.84422242522548,root_csv_files/sp500_stocks.csv,Market_SP500_data,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,25144991744,Not Available,0.71603215,Not Available,Not Available,-4.58,39578001408,-0.28342,7144999936,Not Available,NMS,12.7,6.64,Not Available
ADEA,2024-11-20,11.47282600402832,2025-01-06,14.279999732971191,24.468023205069272,root_csv_files/sp600_stocks.csv,Market_SP600_data,Adeia Inc.,Technology,Software - Application,1451039232,35.89189,3.8337183,Not Available,0.0150999995,0.37,343723008,0.12014,188131008,Not Available,NMS,14.75,9.6801,Not Available
ARR,2024-11-20,18.201765060424805,2025-01-06,19.01000022888184,4.440421935861267,root_csv_files/sp600_stocks.csv,Market_SP600_data,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,1032123136,6.3827586,0.7758079,Not Available,0.15560001,2.9,185086000,0.7115,Not Available,Not Available,NYQ,21.93,17.35,Not Available
ATEN,2024-11-20,16.479999542236328,2025-01-06,18.299999237060547,11.043687775353211,root_csv_files/sp600_stocks.csv,Market_SP600_data,"A10 Networks, Inc.",Technology,Software - Infrastructure,1422104704,29.19697,6.543294,Not Available,0.0125,0.66,257908992,0.19292,53927000,Not Available,NYQ,19.63,12.27,Not Available
BDN,2024-11-20,5.389999866485596,2025-01-06,5.559999942779541,3.1539903618734093,root_csv_files/sp600_stocks.csv,Market_SP600_data,Brandywine Realty Trust,Real Estate,REIT - Office,926523712,Not Available,0.8407984,Not Available,0.1121,-1.8,306926016,-1.00576,57621000,Not Available,NYQ,6.54,3.85,Not Available
BGS,2024-11-20,6.269999980926514,2025-01-06,7.03000020980835,12.12121580851315,root_csv_files/sp600_stocks.csv,Market_SP600_data,"B&G Foods, Inc.",Consumer Defensive,Packaged Foods,524856704,Not Available,0.6948957,Not Available,0.1146,-0.32,1959014016,-0.013409999,287912992,Not Available,NYQ,11.97,6.12,Not Available
BLMN,2024-11-20,12.360917091369627,2025-01-06,12.619999885559082,2.095983593081019,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,1046115456,Not Available,4.320252,Not Available,0.0779,-0.08,4547161088,-0.00116,447624992,Not Available,NMS,30.13,11.03,Not Available
CERT,2024-11-20,9.550000190734863,2025-01-06,11.329999923706056,18.638740287126883,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Certara, Inc.",Healthcare,Health Information Services,2134700928,Not Available,2.025355,Not Available,Not Available,-0.2,372796992,-0.083380006,79191000,Not Available,NMS,19.87,9.41,Not Available
CNSL,2024-11-20,4.630000114440918,2025-01-03,4.71999979019165,1.9438374411703456,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Consolidated Communications Holdings, Inc.",Communication Services,Telecom Services,559168960,Not Available,2.4673288,Not Available,Not Available,-2.04,1089650048,-0.17146999,267124992,Not Available,NMS,4.75,4.185,Not Available
CRGY,2024-11-20,14.5600004196167,2025-01-06,15.369999885559082,5.563182984878695,root_csv_files/sp600_stocks.csv,Market_SP600_data,Crescent Energy Company,Energy,Oil & Gas Integrated,4045773824,72.681816,0.9079552,Not Available,0.03,0.22,2713358080,0.02173,1466771968,Not Available,NYQ,16.94,9.88,Not Available
CRK,2024-11-20,15.0,2025-01-06,18.38999938964844,22.599995930989607,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,5994272768,Not Available,2.6114082,Not Available,Not Available,-0.18,1297656960,-0.048660003,662030976,Not Available,NYQ,22.06,7.07,Not Available
CRSR,2024-11-20,6.75,2025-01-06,7.565000057220459,12.074074921784575,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Corsair Gaming, Inc.",Technology,Computer Hardware,958528448,Not Available,1.6013643,Not Available,Not Available,-0.91,1320041984,-0.06097,7000000,Not Available,NMS,14.125,5.595,Not Available
CTKB,2024-11-20,6.130000114440918,2025-01-06,6.789999961853027,10.766718353843036,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Cytek Biosciences, Inc.",Healthcare,Medical Devices,739375104,Not Available,1.9326599,Not Available,Not Available,-0.08,201210000,-0.05049,-15157000,Not Available,NMS,9.328,4.66,Not Available
CXM,2024-11-20,7.820000171661377,2025-01-06,8.760000228881836,12.02046082590755,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Sprinklr, Inc.",Technology,Software - Application,2220763648,58.199993,3.5102532,Not Available,Not Available,0.15,773697984,0.06538,43499000,Not Available,NYQ,14.315,6.91,Not Available
DAN,2024-11-20,7.960000038146973,2025-01-06,11.630000114440918,46.105528375704544,root_csv_files/sp600_stocks.csv,Market_SP600_data,Dana Incorporated,Consumer Cyclical,Auto Parts,2203680768,Not Available,1.4890282,Not Available,0.026300002,-0.11,10442999808,-0.00153,770000000,Not Available,NYQ,16.11,7.58,Not Available
DV,2024-11-20,19.32999992370605,2025-01-06,19.450000762939453,0.6208010331455541,root_csv_files/sp600_stocks.csv,Market_SP600_data,"DoubleVerify Holdings, Inc.",Technology,Software - Application,3356653312,52.68421,3.0214307,Not Available,Not Available,0.38,638459008,0.103269994,120208000,Not Available,NYQ,43.0,16.115,Not Available
DVAX,2024-11-20,12.170000076293944,2025-01-06,12.760000228881836,4.84798807632844,root_csv_files/sp600_stocks.csv,Market_SP600_data,Dynavax Technologies Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,1674736640,84.93333,2.4556668,Not Available,Not Available,0.15,260810000,0.07852,-1623000,Not Available,NMS,13.89,9.74,Not Available
EFC,2024-11-20,12.161876678466797,2025-01-06,12.239999771118164,0.6423605066616732,root_csv_files/sp600_stocks.csv,Market_SP600_data,Ellington Financial Inc.,Real Estate,REIT - Mortgage,1135084416,9.705427,0.9068521,Not Available,0.1246,1.29,290292992,0.46280998,Not Available,Not Available,NYQ,13.46,10.88,Not Available
EXTR,2024-11-20,15.43000030517578,2025-01-06,16.84000015258789,9.138041604180309,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Extreme Networks, Inc.",Technology,Communication Equipment,2246295040,Not Available,68.548386,Not Available,Not Available,-0.96,1033270016,-0.12111,-49122000,Not Available,NMS,19.24,10.5,Not Available
EZPW,2024-11-20,12.09000015258789,2025-01-06,12.100000381469728,0.0827148780448703,root_csv_files/sp600_stocks.csv,Market_SP600_data,"EZCORP, Inc.",Financial Services,Credit Services,678638912,11.327272,0.8448603,Not Available,Not Available,1.1,1161602048,0.07153,146426000,Not Available,NMS,12.85,8.54,Not Available
FLGT,2024-11-20,17.280000686645508,2025-01-06,18.780000686645508,8.680555210621282,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Fulgent Genetics, Inc.",Healthcare,Diagnostics & Research,526398784,Not Available,0.46162924,Not Available,Not Available,-5.52,277760992,-0.59392,-60801000,Not Available,NGM,26.365,16.36,Not Available
FTRE,2024-11-20,19.14999961853028,2025-01-06,19.729999542236328,3.0287202885623934,root_csv_files/sp600_stocks.csv,Market_SP600_data,Fortrea Holdings Inc.,Healthcare,Biotechnology,1594866048,Not Available,1.0537546,Not Available,Not Available,-2.44,2975600128,-0.10082,27100000,Not Available,NMS,41.02,16.53,Not Available
GNL,2024-11-20,7.289999961853027,2025-01-06,7.429999828338623,1.9204371360519112,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Global Net Lease, Inc.",Real Estate,REIT - Diversified,1678557440,Not Available,0.73029715,Not Available,0.1528,-0.78,812620992,-0.21365999,598913024,Not Available,NYQ,9.105,6.52,Not Available
HCSG,2024-11-20,11.390000343322754,2025-01-06,11.670000076293944,2.458294333022878,root_csv_files/sp600_stocks.csv,Market_SP600_data,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,827456576,16.362318,1.6929075,Not Available,Not Available,0.69,1701709952,0.03,66880000,Not Available,NMS,13.0,8.98,Not Available
