Date,Open,High,Low,Close,Adj Close,Volume
2024-01-23,34.7400016784668,34.935001373291016,33.724998474121094,34.279998779296875,34.279998779296875,7477600
2024-01-24,34.95000076293945,35.14799880981445,33.02000045776367,33.029998779296875,33.029998779296875,8865300
2024-01-25,33.22999954223633,33.72999954223633,32.709999084472656,32.880001068115234,32.880001068115234,7959900
2024-01-26,32.93000030517578,33.93000030517578,32.880001068115234,33.11000061035156,33.11000061035156,7738900
2024-01-29,33.06999969482422,34.70000076293945,32.79999923706055,34.599998474121094,34.599998474121094,7746600
2024-01-30,34.189998626708984,34.36000061035156,33.45000076293945,33.5099983215332,33.5099983215332,7438900
2024-01-31,33.040000915527344,34.15299987792969,32.33000183105469,32.400001525878906,32.400001525878906,7454300
2024-02-01,32.5099983215332,32.810001373291016,31.402999877929688,31.96999931335449,31.96999931335449,9304000
2024-02-02,31.479999542236328,32.900001525878906,30.920000076293945,32.84000015258789,32.84000015258789,7869000
2024-02-05,33.189998626708984,33.43000030517578,31.229999542236328,31.459999084472656,31.459999084472656,9822700
2024-02-06,31.770000457763672,32.2599983215332,31.350000381469727,32.04999923706055,32.04999923706055,7062600
2024-02-07,32.31999969482422,32.880001068115234,31.68000030517578,32.52000045776367,32.52000045776367,5387300
2024-02-08,32.5,33.61000061035156,32.11000061035156,33.40999984741211,33.40999984741211,7402700
2024-02-09,33.86000061035156,34.400001525878906,33.47999954223633,33.81999969482422,33.81999969482422,7295800
2024-02-12,33.45000076293945,35.560001373291016,33.34000015258789,34.099998474121094,34.099998474121094,15770100
2024-02-13,32.27000045776367,33.41999816894531,31.700000762939453,33.11000061035156,33.11000061035156,13439100
2024-02-14,33.630001068115234,35.20000076293945,33.56999969482422,34.90999984741211,34.90999984741211,8762100
2024-02-15,35.06999969482422,35.560001373291016,34.33000183105469,35.02000045776367,35.02000045776367,7256100
2024-02-16,34.29999923706055,34.90999984741211,33.75,33.900001525878906,33.900001525878906,7763700
2024-02-20,33.27000045776367,33.27000045776367,31.6299991607666,32.02000045776367,32.02000045776367,8717900
2024-02-21,31.200000762939453,31.3700008392334,30.57999992370605,30.82999992370605,30.82999992370605,7504100
2024-02-22,31.540000915527344,31.82999992370605,30.850000381469727,31.020000457763672,31.020000457763672,8615100
2024-02-23,31.01000022888184,31.559999465942383,30.57999992370605,31.26000022888184,31.26000022888184,7642400
2024-02-26,31.56999969482422,33.43000030517578,31.200000762939453,33.040000915527344,33.040000915527344,27652500
2024-02-27,29.01000022888184,31.68000030517578,27.729999542236328,31.020000457763672,31.020000457763672,46815900
2024-02-28,30.26000022888184,30.5,29.059999465942383,29.290000915527344,29.290000915527344,16454900
2024-02-29,29.40999984741211,29.989999771118164,28.88999938964844,29.31999969482422,29.31999969482422,11452200
2024-03-01,29.38999938964844,29.424999237060547,28.309999465942383,28.90999984741211,28.90999984741211,10515400
2024-03-04,28.51000022888184,28.670000076293945,26.8700008392334,27.01000022888184,27.01000022888184,14865200
2024-03-05,26.549999237060547,27.0,26.01000022888184,26.88999938964844,26.88999938964844,12571300
2024-03-06,27.299999237060547,27.34000015258789,26.290000915527344,27.059999465942383,27.059999465942383,10058000
2024-03-07,27.14999961853028,27.59000015258789,26.64999961853028,27.34000015258789,27.34000015258789,6515600
2024-03-08,27.6299991607666,28.1200008392334,26.98500061035156,27.059999465942383,27.059999465942383,7705500
2024-03-11,27.01000022888184,27.540000915527344,26.799999237060547,27.100000381469727,27.100000381469727,6792600
