Ticker,First Date,First Value,Last Date,Last Value,Percentage Change,Source File,Folder Path,Company Name,Sector,Industry,Market Cap,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date,Stock Market,52-Wk High,52-Wk Low,CDP Score
WBD,2024-11-20,9.949999809265137,2025-01-06,10.829999923706056,8.84422242522548,root_csv_files/nasdaq_stocks.csv,Market_NASDAQ_data,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,26567829504,Not Available,0.7565491,Not Available,Not Available,-4.58,39578001408,-0.28342,7144999936,Not Available,NMS,12.7,6.64,Not Available
RFL,2024-11-20,1.950000047683716,2025-01-06,1.9900000095367432,2.051280044866696,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Rafael Holdings, Inc.",Real Estate,Real Estate Services,67075536,Not Available,0.5958084,Not Available,Not Available,-1.67,637000,Not Available,-102417664,Not Available,NYQ,2.5,1.29,Not Available
FNA,2024-11-20,10.350000381469728,2025-01-06,10.760000228881836,3.961351036722247,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Paragon 28, Inc.",Healthcare,Medical Devices,900830464,Not Available,6.4508395,Not Available,Not Available,-0.67,244995008,-0.22918,-21469000,Not Available,NYQ,14.79,4.65,Not Available
OBDC,2024-11-20,14.700271606445312,2025-01-06,14.960000038146973,1.766827434588233,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Blue Owl Capital Corporation,Financial Services,Asset Management,5837646336,9.291925,0.97918576,Not Available,0.115,1.61,1613592960,0.38985002,Not Available,Not Available,NYQ,16.91,13.98,Not Available
MPLN,2024-11-20,6.449999809265137,2025-01-06,12.449999809265137,93.02325856477188,root_csv_files/nyse_tickers.csv,Market_NYSE_data,MultiPlan Corporation,Healthcare,Health Information Services,201331440,Not Available,0.9700039,Not Available,Not Available,-95.28,942614016,-1.63297,557651008,Not Available,NYQ,53.6,4.8,Not Available
MNR,2024-11-20,16.450000762939453,2025-01-06,17.100000381469727,3.951365278928564,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Not Available,Energy,Oil & Gas E&P,1769678976,Not Available,1.3632016,Not Available,0.1479,-0.35,834326976,0.30956,535593984,Not Available,NYQ,21.19,14.46,Not Available
IVR,2024-11-20,7.687290191650391,2025-01-06,8.130000114440918,5.758985438996177,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Invesco Mortgage Capital Inc.,Real Estate,REIT - Mortgage,493737344,6.112782,0.8537226,Not Available,0.19680001,1.33,102893000,0.81224996,Not Available,Not Available,NYQ,9.97,7.6,Not Available
LOCL,2024-11-20,1.7100000381469729,2025-01-06,2.25,31.578944433135423,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Local Bounti Corporation,Consumer Defensive,Farm Products,19475258,Not Available,1.2241566,Not Available,Not Available,-18.11,31502000,Not Available,-50461000,Not Available,NYQ,3.333,1.18,Not Available
GRNT,2024-11-20,6.519999980926514,2025-01-06,6.679999828338623,2.453985396935122,root_csv_files/nyse_tickers.csv,Market_NYSE_data,"Granite Ridge Resources, Inc.",Energy,Oil & Gas E&P,873369920,18.555553,1.3222486,Not Available,0.0659,0.36,358520992,0.13366,299406016,Not Available,NYQ,7.1,5.2,Not Available
BALY,2024-11-20,17.81999969482422,2025-01-06,17.920000076293945,0.5611693781272704,root_csv_files/nyse_tickers.csv,Market_NYSE_data,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,728749056,Not Available,3.1208637,Not Available,Not Available,-15.15,2481783040,-0.30637,245542000,Not Available,NYQ,17.995,9.74,Not Available
