Ticker,First Date,First Value,Last Date,Last Value,Percentage Change,Source File,Folder Path,Company Name,Sector,Industry,Market Cap,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date,Stock Market,52-Wk High,52-Wk Low,CDP Score
UFI,2024-11-20,5.590000152587891,2024-12-24,5.599999904632568,0.1788864359878121,nyse_tickers.csv,nyse_data,"Unifi, Inc.",Consumer Cyclical,Textile Manufacturing,105036400,Not Available,0.40421793,Not Available,Not Available,-2.3,590737024,-0.07069,4638000,Not Available,NYQ,7.91,5.41,Not Available
TWI,2024-11-20,6.78000020980835,2024-12-24,6.989999771118164,3.097338566538931,nyse_tickers.csv,nyse_data,"Titan International, Inc.",Industrials,Farm & Heavy Construction Machinery,440081600,Not Available,0.8300583,Not Available,Not Available,-0.14,1852562944,-0.00511,128645000,Not Available,NYQ,15.33,6.34,Not Available
EQV,2024-11-20,9.937999725341797,2024-12-24,9.9399995803833,0.0201233155239911,nyse_tickers.csv,nyse_data,EQV Ventures Acquisition Corp.,Not Available,Not Available,444387840,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NYQ,9.98,9.88,Not Available
NYC,2024-11-20,8.729999542236328,2024-12-24,8.819999694824219,1.030929636965773,nyse_tickers.csv,nyse_data,American Strategic Investment Co.,Real Estate,Real Estate Services,23176626,Not Available,0.09034361,Not Available,Not Available,-87.39,62629000,-2.9175901,10833000,Not Available,NYQ,10.91,5.46,Not Available
SWI,2024-11-20,12.979999542236328,2024-12-24,14.4399995803833,11.248074650512883,nyse_tickers.csv,nyse_data,SolarWinds Corporation,Technology,Software - Infrastructure,2464765440,65.681816,1.80625,Not Available,Not Available,0.22,784724992,0.04926,264067008,Not Available,NYQ,14.94,10.14,Not Available
DAN,2024-11-20,7.960000038146973,2024-12-24,11.789999961853027,48.11557670039471,nyse_tickers.csv,nyse_data,Dana Incorporated,Consumer Cyclical,Auto Parts,1712202112,Not Available,1.1569358,Not Available,0.0348,-0.11,10442999808,-0.00153,770000000,Not Available,NYQ,14.96,7.58,Not Available
CYD,2024-11-20,9.149999618530272,2024-12-24,9.789999961853027,6.994539562894063,nyse_tickers.csv,nyse_data,China Yuchai International Limited,Consumer Cyclical,Auto Manufacturers,428083808,9.752137,0.050527416,Not Available,0.0432,1.17,19181770752,0.01811,1065934528,Not Available,NYQ,13.05,7.95,Not Available
RITM,2024-11-20,10.640000343322754,2024-12-24,11.029999732971191,3.665407679175366,nyse_tickers.csv,nyse_data,Rithm Capital Corp.,Real Estate,REIT - Mortgage,5711854592,11.214285,0.8925526,Not Available,0.091400005,0.98,3006456064,0.19165,Not Available,Not Available,NYQ,12.02,9.97,Not Available
DNA,2024-11-20,6.360000133514404,2024-12-24,9.369999885559082,47.32703913296012,nyse_tickers.csv,nyse_data,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,587434368,Not Available,0.6977538,Not Available,Not Available,-12.89,217951008,-2.98778,-525771008,Not Available,NYQ,72.0,5.26,Not Available
VIPS,2024-11-20,13.539999961853027,2024-12-24,13.630000114440918,0.6646983223150141,nyse_tickers.csv,nyse_data,Vipshop Holdings Limited,Consumer Cyclical,Internet Retail,6991527424,6.548077,0.19983567,Not Available,0.031,2.08,111961382912,0.075100005,11524092928,Not Available,NYQ,20.19,11.5,Not Available
